Ticker,Date,Open,High,Low,Close,Volume
ZELP,2021-10-25,0.0,0.0,0.0,0.44,0.0
ZELP,2021-10-29,0.0,0.0,0.0,0.44,0.0
ZAHID,2018-01-02,12.51,12.75,12.5,12.75,4500.0
ZAHID,2018-01-03,12.6,12.6,12.6,12.6,1000.0
ZAHID,2018-01-05,13.4,13.4,13.4,13.4,500.0
ZAHID,2018-01-08,13.5,14.0,13.5,13.99,5500.0
ZAHID,2018-01-09,13.08,13.89,13.06,13.89,6500.0
ZAHID,2018-01-10,13.95,14.15,13.5,13.98,4000.0
ZAHID,2018-01-12,13.5,13.8,13.4,13.8,9500.0
ZAHID,2018-01-16,14.0,14.1,13.75,14.0,8000.0
ZAHID,2018-01-17,14.0,14.05,14.0,14.0,30500.0
ZAHID,2018-01-18,13.51,13.51,13.2,13.51,8000.0
ZAHID,2018-01-22,14.0,14.1,14.0,14.05,21500.0
ZAHID,2018-01-23,13.6,14.0,13.55,14.0,5000.0
ZAHID,2018-01-24,13.6,13.8,13.6,13.8,3000.0
ZAHID,2018-01-25,13.65,13.65,13.65,13.8,500.0
ZAHID,2018-01-29,13.55,14.0,13.55,14.0,1500.0
ZAHID,2018-02-01,13.6,13.6,13.5,13.5,16000.0
ZAHID,2018-02-02,13.9,14.0,13.6,13.74,4500.0
ZAHID,2018-02-07,13.5,13.5,13.41,13.41,2000.0
ZAHID,2018-02-09,13.2,13.2,13.2,13.2,1500.0
ZAHID,2018-02-12,13.33,13.33,13.33,13.33,500.0
ZAHID,2018-02-13,13.7,14.33,13.7,14.33,11000.0
ZAHID,2018-02-14,13.8,13.8,13.75,13.75,2000.0
ZAHID,2018-02-19,14.1,14.55,14.0,14.41,31000.0
ZAHID,2018-02-20,14.48,14.48,14.48,14.48,500.0
ZAHID,2018-02-23,13.75,13.75,13.75,13.75,500.0
ZAHID,2018-02-27,13.45,13.95,13.45,13.95,2000.0
ZAHID,2018-02-28,13.3,14.49,13.3,14.0,8500.0
ZAHID,2018-03-01,14.89,14.89,14.4,14.4,3500.0
ZAHID,2018-03-02,14.0,14.13,14.0,14.13,2000.0
ZAHID,2018-03-05,14.05,14.05,14.05,14.05,500.0
ZAHID,2018-03-06,14.49,14.89,14.49,14.8,95500.0
ZAHID,2018-03-07,14.52,14.53,14.52,14.52,4000.0
ZAHID,2018-03-08,14.15,14.51,14.15,14.51,4500.0
ZAHID,2018-03-09,14.45,14.45,14.21,14.21,8500.0
ZAHID,2018-03-14,14.5,15.21,14.5,15.21,35500.0
ZAHID,2018-03-15,14.62,15.0,14.62,15.0,5000.0
ZAHID,2018-03-16,15.05,15.05,15.0,15.01,2500.0
ZAHID,2018-03-19,15.01,15.01,15.0,15.0,2000.0
ZAHID,2018-03-20,15.05,16.0,15.05,15.97,22500.0
ZAHID,2018-03-21,15.4,16.15,15.0,15.2,10000.0
ZAHID,2018-03-26,15.65,15.95,15.65,15.95,2500.0
ZAHID,2018-03-27,15.21,15.75,15.21,15.22,6500.0
ZAHID,2018-04-02,15.21,15.22,15.2,15.2,3500.0
ZAHID,2018-04-03,14.7,14.7,14.7,14.7,500.0
ZAHID,2018-04-04,15.05,15.05,14.2,15.0,2500.0
ZAHID,2018-04-05,14.99,15.05,14.99,15.01,17500.0
ZAHID,2018-04-06,15.06,15.06,15.05,15.05,1500.0
ZAHID,2018-04-10,15.13,15.13,15.0,15.0,2000.0
ZAHID,2018-04-11,15.45,15.47,15.39,15.4,19500.0
ZAHID,2018-04-12,15.6,16.0,15.45,15.45,5000.0
ZAHID,2018-04-13,15.6,15.6,15.6,15.6,1000.0
ZAHID,2018-04-16,15.2,15.2,15.2,15.2,500.0
ZAHID,2018-04-17,15.1,15.1,15.1,15.1,1000.0
ZAHID,2018-04-18,15.1,15.1,15.1,15.1,500.0
ZAHID,2018-04-19,15.1,15.1,15.1,15.1,500.0
ZAHID,2018-04-20,15.0,15.1,15.0,15.1,1000.0
ZAHID,2018-04-23,15.24,15.25,15.24,15.25,1000.0
ZAHID,2018-04-25,15.45,15.7,15.3,15.57,7500.0
ZAHID,2018-04-26,15.8,16.1,15.5,15.5,8500.0
ZAHID,2018-04-27,15.7,16.3,15.7,15.88,5000.0
ZAHID,2018-04-30,15.95,16.65,15.75,16.17,32500.0
ZAHID,2018-05-02,16.4,16.5,16.4,16.5,2000.0
ZAHID,2018-05-03,16.4,16.4,16.4,16.4,1000.0
ZAHID,2018-05-10,16.0,16.0,15.42,15.42,1000.0
ZAHID,2018-05-11,16.39,16.42,16.39,16.42,2000.0
ZAHID,2018-05-14,16.99,16.99,16.99,16.99,1000.0
ZAHID,2018-05-30,16.95,17.9,16.95,17.23,5000.0
ZAHID,2018-05-31,16.25,16.25,16.25,16.25,1000.0
ZAHID,2018-06-04,15.25,17.2,15.25,17.2,1000.0
ZAHID,2018-06-05,16.25,16.25,16.2,16.2,2000.0
ZAHID,2018-06-07,15.25,17.0,15.25,15.4,4000.0
ZAHID,2018-06-12,16.4,16.4,16.4,16.4,500.0
ZAHID,2018-06-19,16.25,16.3,16.01,16.01,2000.0
ZAHID,2018-06-20,16.0,16.0,16.0,16.0,6000.0
ZAHID,2018-06-21,15.91,15.91,15.8,15.8,1500.0
ZAHID,2018-06-25,15.5,15.9,14.8,14.8,5000.0
ZAHID,2018-06-26,15.5,15.5,15.5,15.5,500.0
ZAHID,2018-06-27,14.6,16.0,14.6,16.0,1500.0
ZAHID,2018-06-28,16.0,16.0,16.0,16.0,1500.0
ZAHID,2018-06-29,16.0,16.0,16.0,16.0,1500.0
ZAHID,2018-07-03,15.6,15.6,15.6,15.6,1000.0
ZAHID,2018-07-06,14.6,16.5,14.6,16.5,2500.0
ZAHID,2018-07-11,16.0,16.0,15.5,15.83,1500.0
ZAHID,2018-07-18,15.0,15.0,15.0,15.0,3500.0
ZAHID,2018-07-24,16.0,16.0,15.99,16.0,10000.0
ZAHID,2018-07-27,16.0,16.02,16.0,16.02,4500.0
ZAHID,2018-07-30,16.15,16.15,16.15,16.15,500.0
ZAHID,2018-08-06,16.5,16.5,16.5,16.5,3000.0
ZAHID,2018-08-08,16.0,16.9,16.0,16.9,1000.0
ZAHID,2018-08-09,16.99,17.0,16.99,17.0,3500.0
ZAHID,2018-08-10,17.0,17.0,16.4,16.96,5500.0
ZAHID,2018-08-13,17.0,17.0,17.0,17.0,2000.0
ZAHID,2018-08-15,16.5,16.5,16.5,16.5,1000.0
ZAHID,2018-08-16,16.2,16.2,16.2,16.2,500.0
ZAHID,2018-08-28,16.1,16.1,16.1,16.1,500.0
ZAHID,2018-08-29,16.25,16.25,16.0,16.02,12000.0
ZAHID,2018-08-30,15.55,15.55,15.55,15.55,2000.0
ZAHID,2018-08-31,0.0,15.55,15.55,15.55,2000.0
ZAHID,2018-09-04,15.4,15.4,15.4,15.4,2000.0
ZAHID,2018-09-10,15.01,15.01,15.01,15.01,500.0
ZAHID,2018-09-11,14.3,15.5,14.3,15.5,5000.0
ZAHID,2018-09-19,16.49,16.49,16.0,16.0,1500.0
ZAHID,2018-09-27,16.5,16.5,16.0,16.11,14000.0
ZAHID,2018-10-05,15.25,15.25,15.11,15.11,1500.0
ZAHID,2018-10-08,14.11,14.11,14.11,14.11,1500.0
ZAHID,2018-10-09,13.11,13.12,13.11,13.11,19500.0
ZAHID,2018-10-15,12.12,12.12,12.12,12.12,2000.0
ZAHID,2018-10-23,12.77,12.77,12.77,12.77,1000.0
ZAHID,2018-10-24,13.77,13.77,13.77,13.77,2500.0
ZAHID,2018-10-26,13.5,14.77,13.5,14.26,2000.0
ZAHID,2018-10-31,13.7,13.7,13.7,13.7,3000.0
ZAHID,2018-11-01,14.7,14.7,14.0,14.2,4000.0
ZAHID,2018-11-07,14.46,14.46,14.46,14.46,1000.0
ZAHID,2018-11-08,15.44,15.44,15.44,15.44,500.0
ZAHID,2018-11-09,15.5,16.0,15.5,15.5,4000.0
ZAHID,2018-11-12,16.0,16.5,15.01,16.0,48500.0
ZAHID,2018-11-13,15.5,15.5,15.5,16.0,1000.0
ZAHID,2018-11-14,16.5,16.5,15.55,15.84,2500.0
ZAHID,2018-11-15,15.89,15.89,15.89,15.89,500.0
ZAHID,2018-11-19,15.5,15.5,15.5,15.5,1000.0
ZAHID,2018-11-20,15.0,15.0,15.0,15.5,4000.0
ZAHID,2018-11-22,15.0,15.0,15.0,15.0,6500.0
ZAHID,2018-11-27,15.0,15.0,15.0,15.0,1000.0
ZAHID,2018-12-06,0.0,15.0,15.0,15.0,5000.0
ZAHID,2018-12-12,14.02,14.02,14.01,14.01,2000.0
ZAHID,2018-12-13,14.5,14.5,14.5,14.5,1000.0
ZAHID,2018-12-14,14.4,14.4,14.4,14.4,500.0
ZAHID,2018-12-19,14.01,14.01,13.8,13.94,1500.0
ZAHID,2018-12-20,14.0,14.0,14.0,14.0,1500.0
ZAHID,2018-12-27,14.0,14.0,14.0,14.0,500.0
ZAHID,2019-01-04,14.0,15.0,14.0,15.0,56500.0
ZAHID,2019-01-07,14.5,15.5,14.0,15.5,30500.0
ZAHID,2019-01-11,15.49,15.49,15.49,15.49,23500.0
ZAHID,2019-01-22,15.4,15.4,15.4,15.4,500.0
ZAHID,2019-01-24,15.1,15.1,15.0,15.0,20000.0
ZAHID,2019-01-25,15.8,16.0,15.8,16.0,61500.0
ZAHID,2019-01-28,17.0,17.0,15.81,16.0,88000.0
ZAHID,2019-01-29,15.6,16.0,15.6,16.0,1500.0
ZAHID,2019-02-07,15.97,15.98,15.97,15.98,1500.0
ZAHID,2019-02-08,16.0,16.0,16.0,16.0,500.0
ZAHID,2019-02-11,16.0,16.0,15.5,15.5,5500.0
ZAHID,2019-02-12,15.21,15.21,15.2,15.2,1000.0
ZAHID,2019-02-19,15.0,15.0,15.0,15.0,500.0
ZAHID,2019-02-25,15.88,15.93,15.88,15.93,1000.0
ZAHID,2019-02-26,16.25,16.25,15.01,15.01,1000.0
ZAHID,2019-02-27,14.3,15.0,14.3,15.0,9000.0
ZAHID,2019-02-28,15.0,15.5,15.0,15.5,13000.0
ZAHID,2019-03-01,14.5,15.4,14.5,15.4,15000.0
ZAHID,2019-03-04,15.1,15.1,15.0,15.0,16500.0
ZAHID,2019-03-05,14.2,14.75,14.2,14.75,8000.0
ZAHID,2019-03-06,13.77,15.75,13.75,15.55,99000.0
ZAHID,2019-03-07,15.9,15.9,15.9,15.9,500.0
ZAHID,2019-03-11,15.12,15.12,15.06,15.06,3000.0
ZAHID,2019-03-12,15.05,15.05,15.05,15.05,1000.0
ZAHID,2019-03-26,14.11,14.11,14.1,14.1,2000.0
ZAHID,2019-03-29,13.9,13.9,13.9,13.9,1000.0
ZAHID,2019-04-03,13.0,13.6,12.9,13.13,33000.0
ZAHID,2019-04-04,12.7,12.7,12.55,12.55,1000.0
ZAHID,2019-04-05,12.8,13.0,12.8,13.0,1500.0
ZAHID,2019-04-10,12.3,12.75,12.2,12.42,15500.0
ZAHID,2019-04-12,12.31,13.3,12.31,13.3,3000.0
ZAHID,2019-04-15,12.99,12.99,12.99,12.99,500.0
ZAHID,2019-04-17,12.3,13.0,12.3,13.0,1500.0
ZAHID,2019-04-23,12.2,12.6,12.0,12.0,1500.0
ZAHID,2019-04-25,13.0,13.0,13.0,13.0,4000.0
ZAHID,2019-04-26,13.8,13.8,13.8,13.8,500.0
ZAHID,2019-04-29,13.8,13.8,13.8,13.8,500.0
ZAHID,2019-05-08,12.8,12.8,12.8,12.8,2000.0
ZAHID,2019-05-10,11.81,11.81,11.81,11.81,500.0
ZAHID,2019-05-16,12.81,12.81,12.81,12.81,500.0
ZAHID,2019-05-20,13.81,13.81,13.81,13.81,500.0
ZAHID,2019-05-21,12.81,12.81,12.81,12.81,1000.0
ZAHID,2019-05-22,13.81,13.81,13.81,13.81,500.0
ZAHID,2019-05-28,12.81,12.81,12.81,12.81,1000.0
ZAHID,2019-06-10,12.0,12.0,12.0,12.0,500.0
ZAHID,2019-06-19,13.0,13.0,13.0,13.0,500.0
ZAHID,2019-06-28,12.5,12.5,12.5,12.5,1000.0
ZAHID,2019-07-11,13.15,13.15,13.15,13.15,500.0
ZAHID,2019-07-12,13.06,13.06,13.06,13.06,500.0
ZAHID,2019-07-22,13.0,13.49,13.0,13.49,3000.0
ZAHID,2019-07-23,0.0,13.38,13.38,13.38,0.0
ZAHID,2019-07-26,14.37,14.37,14.37,14.37,500.0
ZAHID,2019-07-29,15.23,15.23,15.23,15.23,500.0
ZAHID,2019-07-31,15.98,15.98,15.98,15.98,500.0
ZAHID,2019-08-01,0.0,15.31,15.31,15.31,0.0
ZAHID,2019-08-02,14.32,14.32,14.32,14.32,1000.0
ZAHID,2019-08-05,13.32,13.32,13.32,13.32,500.0
ZAHID,2019-08-06,12.35,13.32,12.32,13.0,46500.0
ZAHID,2019-08-08,13.0,13.0,13.0,13.0,1500.0
ZAHID,2019-08-19,12.1,12.15,12.1,12.15,2000.0
ZAHID,2019-08-20,11.51,11.51,11.51,11.51,500.0
ZAHID,2019-08-21,12.51,12.51,12.51,12.51,5000.0
ZAHID,2019-08-22,13.51,13.51,13.5,13.5,1500.0
ZAHID,2019-08-23,14.49,14.49,13.5,13.5,1000.0
ZAHID,2019-08-26,14.46,14.46,14.46,14.46,500.0
ZAHID,2019-08-29,15.43,15.43,15.43,15.43,500.0
ZAHID,2019-09-02,0.0,14.82,14.82,14.82,0.0
ZAHID,2019-09-03,13.82,14.76,13.82,14.76,1500.0
ZAHID,2019-09-04,0.0,13.98,13.98,13.98,0.0
ZAHID,2019-09-05,0.0,13.48,13.48,13.48,0.0
ZAHID,2019-09-06,12.48,12.48,12.48,12.48,3000.0
ZAHID,2019-09-11,11.48,11.48,11.48,11.48,500.0
ZAHID,2019-09-12,10.51,10.51,10.51,10.51,500.0
ZAHID,2019-09-13,9.56,9.56,9.56,9.56,500.0
ZAHID,2019-09-19,10.56,10.56,10.56,10.56,500.0
ZAHID,2019-09-20,11.56,11.56,11.56,11.56,500.0
ZAHID,2019-09-23,10.57,10.57,10.57,10.57,500.0
ZAHID,2019-09-24,0.0,11.57,11.57,11.57,0.0
ZAHID,2019-09-25,12.56,12.56,12.56,12.56,500.0
ZAHID,2019-10-03,13.56,13.56,13.56,13.56,1500.0
ZAHID,2019-10-04,14.56,14.56,14.56,14.56,500.0
ZAHID,2019-10-07,14.56,14.56,14.56,14.56,500.0
ZAHID,2019-10-28,14.71,14.71,14.69,14.71,76000.0
ZAHID,2019-10-29,15.65,15.71,15.5,15.71,11500.0
ZAHID,2019-10-31,16.69,16.69,15.7,15.7,1500.0
ZAHID,2019-11-01,15.19,15.19,15.19,15.19,500.0
ZAHID,2019-11-06,15.7,16.0,15.7,15.87,2000.0
ZAHID,2019-11-07,15.87,16.0,15.87,16.0,45500.0
ZAHID,2019-11-08,16.4,16.5,16.0,16.48,21500.0
ZAHID,2019-11-11,16.49,17.48,16.49,16.74,2000.0
ZAHID,2019-11-12,16.5,16.5,16.4,16.49,5500.0
ZAHID,2019-11-14,17.4,17.4,17.4,17.4,500.0
ZAHID,2019-11-18,18.4,18.4,17.5,17.5,1000.0
ZAHID,2019-11-19,18.5,18.5,16.6,17.95,3000.0
ZAHID,2019-11-20,17.99,18.9,17.99,18.75,232000.0
ZAHID,2019-11-21,17.76,17.76,17.75,17.75,1000.0
ZAHID,2019-11-22,16.76,16.76,16.75,16.75,2000.0
ZAHID,2019-11-25,17.7,17.75,17.5,17.5,6000.0
ZAHID,2019-11-26,17.5,17.5,17.5,17.5,500.0
ZAHID,2019-11-27,18.5,18.5,18.48,18.5,123000.0
ZAHID,2019-11-29,19.0,19.5,17.5,19.47,114000.0
ZAHID,2019-12-02,19.99,20.0,19.99,20.0,1000.0
ZAHID,2019-12-03,19.02,19.02,19.01,19.01,1500.0
ZAHID,2019-12-04,18.76,18.76,18.76,18.76,500.0
ZAHID,2019-12-05,18.51,18.51,18.51,18.51,500.0
ZAHID,2019-12-06,19.34,19.51,19.01,19.51,21000.0
ZAHID,2019-12-10,19.01,19.01,19.01,19.01,500.0
ZAHID,2019-12-11,19.45,20.01,18.1,19.67,186500.0
ZAHID,2019-12-12,19.99,20.0,19.99,20.0,11000.0
ZAHID,2019-12-13,19.99,20.0,19.99,20.0,15500.0
ZAHID,2019-12-16,19.6,19.6,19.6,19.6,500.0
ZAHID,2019-12-18,20.49,20.49,19.65,19.65,1500.0
ZAHID,2019-12-19,18.65,18.65,18.65,18.65,2000.0
ZAHID,2019-12-20,19.0,19.0,19.0,19.0,500.0
ZAHID,2019-12-24,18.01,18.99,18.01,18.99,2000.0
ZAHID,2019-12-26,18.51,18.51,18.51,18.51,500.0
ZAHID,2019-12-27,19.45,19.51,19.45,19.51,13000.0
ZAHID,2019-12-31,18.6,18.6,18.56,18.58,1000.0
ZAHID,2020-01-02,17.76,17.76,17.76,17.76,500.0
ZAHID,2020-01-03,18.7,18.76,18.7,18.76,3500.0
ZAHID,2020-01-13,17.76,18.5,17.76,18.5,1000.0
ZAHID,2020-01-14,18.85,19.0,18.85,19.0,12000.0
ZAHID,2020-01-15,19.5,20.0,19.5,20.0,67500.0
ZAHID,2020-01-16,20.5,21.0,20.5,20.74,39500.0
ZAHID,2020-01-17,21.0,21.05,21.0,21.03,3500.0
ZAHID,2020-01-21,20.25,20.25,20.25,20.25,500.0
ZAHID,2020-01-27,0.0,20.25,20.25,20.25,2500.0
ZAHID,2020-01-28,19.7,19.7,19.6,19.6,1000.0
ZAHID,2020-01-29,19.9,19.95,19.79,19.85,9500.0
ZAHID,2020-01-30,19.8,20.85,19.8,20.0,5000.0
ZAHID,2020-02-03,20.0,20.0,20.0,20.0,6500.0
ZAHID,2020-02-04,20.0,20.0,20.0,20.0,5500.0
ZAHID,2020-02-06,20.02,20.02,19.5,19.5,4500.0
ZAHID,2020-02-07,18.51,18.51,18.33,18.33,1000.0
ZAHID,2020-02-13,0.0,17.4,17.4,18.33,7000.0
ZAHID,2020-02-26,17.15,17.15,17.14,17.14,20000.0
ZAHID,2020-02-27,16.1,16.6,16.03,16.6,4000.0
ZAHID,2020-02-28,17.67,17.67,17.65,17.65,3500.0
ZAHID,2020-03-02,16.5,17.9,16.42,17.55,34500.0
ZAHID,2020-03-03,17.5,18.77,17.5,18.0,21000.0
ZAHID,2020-03-04,18.5,18.5,18.5,18.5,500.0
ZAHID,2020-03-05,17.3,19.5,17.21,19.5,21000.0
ZAHID,2020-03-06,18.26,18.65,18.14,18.14,2000.0
ZAHID,2020-03-09,17.01,17.5,17.01,17.5,1500.0
ZAHID,2020-03-10,17.55,17.55,17.55,17.55,500.0
ZAHID,2020-03-11,16.8,16.8,16.75,16.75,2000.0
ZAHID,2020-03-12,17.89,17.89,17.8,17.85,1000.0
ZAHID,2020-03-13,17.0,17.0,17.0,17.0,500.0
ZAHID,2020-03-18,15.73,16.89,15.73,16.12,51500.0
ZAHID,2020-03-19,15.01,15.01,14.92,14.92,6000.0
ZAHID,2020-03-26,13.82,13.82,13.82,13.82,2000.0
ZAHID,2020-03-30,14.85,14.85,14.85,14.85,500.0
ZAHID,2020-03-31,15.95,15.95,15.95,15.95,500.0
ZAHID,2020-04-01,17.0,17.05,17.0,17.05,1000.0
ZAHID,2020-04-02,17.89,17.89,17.89,17.89,500.0
ZAHID,2020-04-03,17.5,17.5,17.5,17.5,2000.0
ZAHID,2020-04-06,18.0,18.0,17.0,17.22,5500.0
ZAHID,2020-04-08,18.25,18.25,18.0,18.0,8000.0
ZAHID,2020-04-09,18.45,18.5,18.45,18.5,8000.0
ZAHID,2020-04-10,18.25,18.4,18.25,18.4,4000.0
ZAHID,2020-04-15,17.1,17.1,17.05,17.1,16500.0
ZAHID,2020-04-17,17.99,17.99,17.99,17.99,500.0
ZAHID,2020-04-22,16.65,16.65,16.65,16.65,1000.0
ZAHID,2020-04-28,17.0,17.89,17.0,17.89,30000.0
ZAHID,2020-04-29,18.99,19.23,18.99,19.23,8500.0
ZAHID,2020-05-04,20.3,20.3,18.0,19.0,6000.0
ZAHID,2020-05-06,19.5,19.5,19.5,19.5,15500.0
ZAHID,2020-05-07,19.0,19.0,18.51,18.51,13000.0
ZAHID,2020-05-11,19.0,19.0,19.0,19.0,500.0
ZAHID,2020-05-14,17.61,17.61,17.61,17.61,500.0
ZAHID,2020-05-15,18.7,18.93,16.52,18.87,45500.0
ZAHID,2020-05-18,18.01,18.01,18.0,18.0,2000.0
ZAHID,2020-05-19,18.8,19.35,18.8,19.34,87000.0
ZAHID,2020-05-20,18.05,18.05,18.05,18.05,1000.0
ZAHID,2020-05-21,17.7,17.7,17.7,17.7,500.0
ZAHID,2020-05-29,18.89,19.02,18.89,19.02,23000.0
ZAHID,2020-06-01,20.37,20.37,18.51,18.51,6500.0
ZAHID,2020-06-02,18.5,18.5,18.5,18.5,5500.0
ZAHID,2020-06-04,18.25,18.5,17.7,18.24,11000.0
ZAHID,2020-06-05,18.24,18.24,18.24,18.24,500.0
ZAHID,2020-06-08,18.01,18.01,18.0,18.0,1000.0
ZAHID,2020-06-09,18.4,18.5,18.4,18.5,4000.0
ZAHID,2020-06-10,18.5,18.5,18.5,18.5,500.0
ZAHID,2020-06-16,18.5,18.5,18.5,18.5,6000.0
ZAHID,2020-06-18,17.5,18.0,17.5,18.0,1000.0
ZAHID,2020-06-19,18.25,18.25,18.25,18.25,2000.0
ZAHID,2020-06-22,18.5,19.61,18.5,19.33,2000.0
ZAHID,2020-06-29,20.38,20.38,20.38,20.38,500.0
ZAHID,2020-07-06,19.0,21.3,19.0,20.55,1500.0
ZAHID,2020-07-07,20.8,20.8,20.5,20.5,4000.0
ZAHID,2020-07-08,20.1,20.1,19.75,19.75,3000.0
ZAHID,2020-07-09,20.1,20.25,20.1,20.15,11500.0
ZAHID,2020-07-10,20.0,20.0,19.85,19.85,4000.0
ZAHID,2020-07-13,19.4,19.4,19.4,19.4,500.0
ZAHID,2020-07-15,19.5,19.5,19.5,19.5,500.0
ZAHID,2020-07-23,19.5,19.5,19.0,19.0,1000.0
ZAHID,2020-07-24,17.61,18.6,17.61,18.6,6500.0
ZAHID,2020-07-29,19.99,19.99,19.99,19.99,500.0
ZAHID,2020-08-04,20.5,21.4,19.0,19.0,3500.0
ZAHID,2020-08-05,18.11,18.5,18.11,18.5,1500.0
ZAHID,2020-08-11,19.0,19.0,19.0,19.0,500.0
ZAHID,2020-08-12,19.0,19.05,19.0,19.03,3000.0
ZAHID,2020-08-13,18.05,19.1,18.05,19.1,1500.0
ZAHID,2020-08-17,18.99,18.99,18.99,18.99,1500.0
ZAHID,2020-08-18,18.99,18.99,18.99,18.99,500.0
ZAHID,2020-08-21,18.03,18.03,18.03,18.03,500.0
ZAHID,2020-08-27,19.2,19.2,19.2,19.2,500.0
ZAHID,2020-08-31,18.56,18.56,18.56,18.56,500.0
ZAHID,2020-09-01,18.55,18.55,18.5,18.54,12500.0
ZAHID,2020-09-02,18.9,18.9,18.6,18.6,2000.0
ZAHID,2020-09-03,19.0,19.0,18.55,18.61,8500.0
ZAHID,2020-09-04,18.56,18.56,18.56,18.56,500.0
ZAHID,2020-09-07,18.99,19.95,18.99,19.95,7000.0
